content,rating
그냥 로션이에요. 그리고 민감한 사람들한테 괜차노다고 하는데 저는 붉은게 올라왔어요... 그래서 엄청 건조할때만 발라주고 있습니다,2
냄새가 너무 좋아요 그 다음 날에 피부가 좋아보이고 피부가 진정되는 느낌이에요,5
그냥 그랬어요 민감성이라고 하는데 유해성분이 세개 들어있더라구요ㅜㅜ그리고 사용감도 썩....처음 바를때 너무 유분이 많아요 겉도는 느낌 시간 지나면 다 흡수되지만 발릴때 유분기 많은 느낌이 별로 에요ㅜㅜ,3
"이거 샘플이 우리집에 왜이렇게 많은진 모르겠는데
일단 좋았어요..촉촉하면서 무겁지 않고 적당히 유수분을 채워주는 느낌이에요 아무생각없이 샘플 빨리쓰고 치우려고 뜯었다가 오..이거 뭐지?괜찮은데? 하고 샘플 이름을 다시 보게 한 제품!",4
"저진짜 이거로 그냥 쭉 갈 평생템이예요 
언제부턴가 피부도 얇아지고 촉촉한거 발라도 똑같았는데
이거바르니까 수분도도 채워지고 피부가 정돈되는느낌???
그린패드쓰고 리리코스토너쓰고 에센스바르고 이거두껍게 덮는데
정말 1주일만에 2년동안 고민이었던 좁쌀이 쏙들어갔어요ㅠㅠ
특히 바꾼것중에 이게 제일 좋아용 
다음에는 닥터벨머라인 하나씩 써보고싶어요ㅠㅠㅠ",5
"5통째 비우고 있는 로션
피부장벽을 만들어주는 느낌
항상 면세로 몇개씩 쟁여두는데 
다쓰고 그냥 세일할때 사도 만족스러운 제품력 대비 가격
지성인줄알았던 나 이거쓰고 여드름 다 사라지고 로션 유목끝냄...
건성분들에게 강추",5
무난무난데쓰,3
"무난하게 쓰기 좋은거 같은데
지성인 저도 엄청 가벼운 느낌ㅠㅠ 흡수력은 최곤데
그만큼 촉촉함도 쪼금 빨리 사라져버리는거 같아여 !!! 
겨울보단 여름에 쓰기 괜찮은거같네용",4
샘플 쓰고 나서 반해버려 샀는데 생각보다 너무 좋은 아이템 !!!! 순하기도 하고 이거 바르고 화장하고 찬바람 쐐도 각질 1도 안일어나서 너무 행복,5
순해서 쓰기 좋다,4
"케이스가 깔끔하고 심플해서 마음에 들었어여...
약간 약국에서 처방 받은 느낌이 들어서 뭔가 안심이 되는 느낌....? 향은 약간 티트리 향도 나고...
그냥 트러블 피부에 좋을듯한 느낌이 팍팍 났구용
역시나 좋더라구요ㅠ 여드름에 효과를 봤어요!
드라마틱한 효과는 못 보았지만ㅠ 가격도 별루 비싼 느낌 없구 튜브 형식으로 사용 해서 위생적이에용~",4
"닥터벨머 라인별대로 다 사서 쓰고있어요 
용기가 마음에들어요
저는 이런용기가 제일 좋더라구요
위생적인거같고 
끝까지 다 짜서 쓰기 편하구
닥터벨머 라인 다 저랑 너무 잘맞아서
잘쓰고있어요 ㅎㅎ",5
"닥터벨머 전라인 사용하고 있습니다ㅎㅎ
아침 저녁 가릴것 없이 꾸덕꾸덕하지 않아서 흡수가 빨리 되는편이에요
그래서 메이크업 전에 발라도 밀림현상 없이 발리고 쓰윽  발림성이 되게 보들보들해요!!
다른 로션이랑 다르게 튜브타입이라서 끝까지 사용할수 있어서 좋더라구요
전 완전 만족하면서 사용합니다",5
"여기 라인은 다 순하고 무난한거 같아요!
순한거 찾으시는 분들께 추천드립니당",4
촉촉하고 트러블없이 쓰기 좋았어요!!,4
"제가 장염으로 하루 입원했을때 밤에 잘준비하려고 씻고보니 로션을 집에서 안들고왔었어요 늦은시간이라 어디가서 사는것도 불가능하고 저는 초초악건성에 아토피 민감성이라 씻고 5초 잇다가 바로 뭔가 바사삭하는 그런 엄청땡기는 주름하나하나 느껴지는 그런 피부에요ㅜㅜ 

그런데 제동생이 자기가방에 이거하나뿐이라고 이거라도 바르고 자라고해서 발랐는데 뭐랄까 부드럽게 촉촉한느낌..? 뭔가 얼굴면적을 코팅해주는 느낌이고 단독으로 발랐는데 건조하지않고 성분이 좋았던것인지 아무반응이 없엇어요

그리고 다음날 아침에 피부가 정말 부드럽더라구요 진짜진짜 너무좋았어요ㅠㅠ 근데 이제품은 여름이나 좀 더운날씨엠 단독으로 가능하지만 겨울엔 단독은 조금 무리일거같아요 ! 그래도 너무좋앗어요

제형은 엄청 덩어리젤리같고 바를때 끈적하게 발릴거같고 뭉칠거같은데 다바르고 나면 엄청 매끈하고 부드러워요",5
3 통정도  썼는데  수부지인데  되게  촉촉하고 좋아요. 그리고  저녁에  바르고  아침에 일어났을 때도  피부가  촉촉해요  뭔가  유분은  거의  없고  촉촉한  느낌이에요,4
"친구가 좋다고 해서 썼는데...  괜찮은거 같아요 저는 수분감이 별로 안느껴져서 수분크림? 같은 거랑 같이쓰고 있어요 !!
그리고 가격이 비해서는 효과를 못봐서 아쉬운거같아요..",4
"발림성도좋고 향도 무난하고
무엇보다도 순해서 민감하신분들이나
복합성피부에 적극추천",4
후기보고 사봤는데 흡수도 잘되고 향도 괜찮고 성분도 잘 맞아서 그런지 뭐 나는 게 없어서 좋았어요 ! 저는 1+1 세일할 때 구매했었는데 흠 또 다시 재구매할지 다른 제품을 써볼지 고민이 되네요 !,4
"안살거라고 했는데 얘 만한게 없어요...
더페 닥터벨머 라인은 성분이 너무 잘 맞고 그냥 말하기 입 아플 정도로 좋은 것 같아요!
이게 여드름용 밸런스 맞추는고 쓰다가 건조해서 얘로 다시 갈아탔는데, 얘도 조금 건조함이 느껴지고 있어서 아쉽긴한데 그래도 큰 무리 없이 만족하고 있어요 오일있다면 오일이랑 쓰면 좋을 것 같아요!",4
"여름을 제외한 봄, 가을, 겨울에 매우 건조한 편. 로션이지만 유수분 모두 잘 채워주는 제품이라 4통 째 쓰고 있는 중. 여름엔 하나만 발라도 되고, 화장 전에도 밀리는 것 없고 촉촉하게 해줌. 성분도 좋고 특히 무향이라서 좋음. 단종되지 않는 이상 계속 구매 예정",5
너무 기름지고 건조해요,1
"이거  진짜좋아요  사고사또 사세요  스킨 케어도  다  이거  쓰는데
저이거 여드름  덜났을때는  데일리 쓰다가 요즘은  여드름용
내일은  너  무좋아서  친구도  사줄거임ㅋㅋㅋㅋㅋㅋㅋ",5
이 제품라인 꾸준히 써주고 화장깉은 거 평소에 덜 하면서 가꿔주면 피부 엄청 좋아지는 것을 느낄 수 있음 . 저는 이거 스킨과 로션 같이 쓰지만 항상 로션에서 내 피부가 확실이 좋아지고 보호받는 다는 느낌을 받음. 매우추천함,4
뭔가 전체적으로 용기도 디자인도 다 맘에들고 촉촉하고 좋아요!!,4
"보습력이 생각보다떨어지고
매장언니말로는 좁쌀에 좋다던데
그런건 못느낌..
그래도 무난하긴 함 또 살지는 글쎄..?

+)한통 다 써보고 추가로 남겨요
쏘쏘에서 굿굿으로 올릴게요
흡수가 좀 더딘 느낌은 있고요
순한건 맞는거 같아요 쓰다보니 
겨울에 샀을때는 보습력이 약했는데 여름에는 딱 적당해서 토너랑 이 로션만 발라도 충분했어요~
바르고 나면 약간 코팅막?이 생기는데 이게 그냥 흡수가 안돼서 겉도는건지 보습장벽?인지 잘 모르겠네요
근데 바르면 피부가 막 수분이 꽉 찬다? 이런 느낌보다는 쫀쫀해진다라는 생각이 들어요
제형이 펴바르면 굉장히 응집력 있는 느낌입니다
한번 써보실만한거 같아요 추천!",4
"끈적이지도 않고 양도 많고
흡수력도빠르고 보습력도 좋고
로션은 지속력도 나쁘지않고 부드럽게발려서
적은양으로도 많이발리고 피부에 촥촥 감긴다",5
겨울에 건조하지않고좋아요 벌써 1통다씀ㅠ,5
촉촉해서 쓰기좋아요,5
나쁘진 않은데 저는 광고에 나온 효과는 못봤어요. 피부에 뭐가 나지도 않았지만 없어지지도 않았고 딱히 좋지도 나쁘지도 아무것도 없었어요.,3
"바르면 일단 피부가 되게쫀쫀해져요! 수분감유지
잘되서 건성이나 복합성분들 쓰시기 좋을듯",4
"이거 진짜 이라인 다 쓰시면
서로서로 제품들이 쌓일때 너무 좋다는 걸 알게
되실꺼에용 ㅠㅠㅠ

피부진정 빨리되고 좋아용",4
패키지디자인 정말 예쁘고(딱 제 스타일) 쭈욱 짜서 이마부터 턱까지 촉촉하게 발라주면 건조함이 싹 가셔요! 저 때문에 친구들이랑 언니까지 매료된 제품!!,5
"이거진짜괜찮아요!!이거만쓰고있습니다!!
다른거보다훨좋은거같아용",5
이거 진짜 외않사템 와우 쫀쫀하고 성분좋은 무향에 보습 짱이고 발림성 게다가 끈적이지 않는 이느낌 전 환절기땐 이것만 써요,5
로션 별로 안 좋아했는데 이거 써보고 취향이 확 바꼈네요ㅋㅋㅋㅋㅋㅋㅋ 발림성도 부드럽고 촉촉한게 아주 좋아요! 요즘같은 환절기에 정말 잘 쓰고 있어요. 얼굴 뿐만 아니라 팔 다리 건조한 곳에도 조금씩 덧발라주면 ,5
흠... 가을철에 써본제품인데도 복합성 피부인 저 한테는 좀 유분기가 많았던거 같아요... 밤에야 바르고 잔다지만 아침에는 화장할 때 밀리는 것 같더라구요.. 피부가 좋아진다는 것도 그렇게 느끼지는 못했어요.,3
조금 조금 답답한 느낌이 들고 화장 전에 바르면 화장이 밀리는 현상이 있어요.,3
"무난무난한 로션겸 수분크림이에요!
지복합성이라 그런가 여름에 쓰기엔 기름진 느낌이었는데
요즘같은 환절기에 쓰기엔 괜찮은 것 같아요
향이 약간 약?같은 향이 나는데 저는 원래 호불호갈리는 프로폴리스향도 좋아해서 그런지 나쁘진 않았어요",4
"나의 기초 인생템 리스트에 올라 있는 제품. 

세 통 비웠음.
로션이란 보습이 되면서도 화장 전에 바르건 클렌징 후에 바르건 잘 스며들고 피부 컨디션을 올려줘야 하는 게 최고라고 생각.
그런 측면에서 최고임.
보습도 잘 되고, 발림성이 좋음. 바로 화장을 들어가도 문제가 없을 정도로 흡수가 잘 되면서도 건조하지 않음. 겨울 외에 너무너무 귀찮을 때는 이거 하나만 바르면 끝남. 

그리고 민감성, 피부염 시즌에도 얘는 괜찮았음.
이거 쓰고 주변 다 추천함. 지성이면 클래리파잉 라인 추천. 한번만 써보세요 부디.
(근데 여기 토너는 그냥 그랬음)",5
유분끼 있는 로션제품들을 싫어했는데 이건 적당히 수분+유분 섞여있는것같고 가볍다고 표현해야하나 ?,4
순하고 무난해서 기능성 에센스 바른 날에는 이걸로 마무리해요 크림도 기능성 바르면 성분끼리 충돌할 수도 있다고 들어서요,4
너무 끈적거리지도 않고 적당한 보습감이 있으면서 촉촉한 피부로 만들어줘요 로션보단 뭔가 가벼운 크림 타입 같아요 화장하기 전에 바르면 화장도 잘먹고 너무 겉돌지도 않는 느낌이에요,5
그냥 막 바르기 좋아요! 여름부터 쭉 쓰고 있는데 답답하지 않고 산뜻하게 발리는 느낌이 너무 좋고 초겨울에도 잘 쓸것 같습니당,5
"순해서 어떤 피부든 쓰기 무난무난해요ㅎ
여름에 쓰기도 너무 무겁지 않고 겨울에도 보습 짱짱하다할까요? 좋아요!",4
"진짜 데일리로 부담없이 손이 많이 가요!!
유분 수분 둘 다 아주 적절하게 있습니다",4
제가 얼굴이 민감하고 좀 건조한편인데 바닷가 갔다온 이후로 얼굴이 욹그락 붉그락해서 자기전에 한번 아침에한번 발라주니까 얼굴이 지금은 평소로 돌아와서 잘쓰고 있는것 같아요,4
면세점에서 팩 사고 사은품 으로 받았습니다 일단 제 형은 많이 묽은제형이고요 피부에 자극적이지 않아도 좋습니다 저는 화장하기 전에 조금 수분감 조절하는 용으로 바르고 나는데요 끈적이지도 않고  피부에 촉촉하게 스며 들어서 잘 쓰는 편입니다 무엇보다 양이 엄청 많아요 한 몇 개월은 엄청 많이 써야 될 것 같아요 그래서 저는 밥이나 손등에도 많이 바르는 편인데 그만큼 좋습니다 일단 다른 로션에비해  꾸덕한 감이 없어서 그런지 화장했을때 밀리거나 하는 느낌이 없어요 뭐 라인 자체가 뭐 여드름 라인 요런 걸로 알고 있는데 피부 타입에 따라 더 사용하기 좋은 거 같아요 그렇다고 여드름이 막 치유되거나 그런 건 아닐 것 같아요 순한 타입인 거 같네요,4
자극도 없고 촉촉하고 튜브형태라 위생에도 좋아서 아주 만족합니다~,5
더페이스샵에서 일하면서 정말 좋다고 생각했던 제품입니다!! 촉촉하고 부드럽고 순하고 정말 좋아요!,4
"더페이스샵 세일할때 한번 사본 크림인데 토너랑 같이샀었어요 음 제가 여드름도 좀 있는편이고 지성인데 세수하고 딱 발랐을때 드는생각은 그냥 무난무난...계속 발라보고 지금은 다 썼는데 개인적으로 보습이 잘 안되는 같았어요 또! 여드름이 줄어들진 않았어요 더 나기만하고... 저한텐 맞지 않았걸루,,
재구매 의사는 없습니다",3
저번에 평가단으로 시카크림을 발라봣는데 그것도 좋앗지만 이것도 촉촉하고 냄새도 좋고 토너랑 같이 쓰면 정말 좋아요 강력추천해요!!,5
약간 오일리하긴하지만 쓰다보면 괜찮아요,4
"모르겠어요ㅠ
순하다고해서샀긴샀는데 양조절을잘 못했던건지
잘때 바르고자면 유분이 너무올라오고
뭐가나서 사용중단햇어요",2
피부진정에 좋아요.,5
"쓸만합니다! 지인에게 선물받았던건데 처음 쓸때는 몇번 바르고 자니까 여드름이 확 올라오더라고요
갑자기  너무 많이 수분이 들어와서 충분히 흡수 못해서 그랬나봐요
좀 지나고 얼굴에 수분기도 없고 각질부각이 일어날 때 쯤 조금씩 짜서 발라주니까 유수분밸런스도 맞춰주는 것 같아요
다만 지성에게는 오일리한 감이 좀 강하다는 거??",3
"#더페이스샵 #닥터벨머데일리리페어모이스처라이저 #20000원 

장점 : 가벼운데 유수분 밸런싱이 잘되요 . 트러블이 쏙 들어가요 . 화장이 안뜨고 잘먹어요 . 위생적이에요 . 발림성 좋아요 . 안 끈적여요 . 흡수 잘되요 .

단점 : 가격에 비해서 양이 적어요 .",5
"좋은데 손이 잘 안가네요,,",3
밤에만 바르고 자는데 그렇게 끈적하지 않고 산뜻하게 흡수되서 좋아요,4
"겨울보단 여름인 지금에 더 알맞는 텍스쳐와 마무리감이에요
조금만 발라도 넓게 펼쳐지는 발림성에다가 
제형자체는 촉촉하지만 바르고 흡수되면 보송한 마무리에 다가 느껴지는 보습감 
단독사용은 얼굴 땡겨서 절대안되고 팩하고 난뒤 보습크림 겸이나 기초제품 맨 마지막에 바르는게 좋을 것 같아요
그리 좋다고 못느껴지만 마무리감에서 수분 꽉 잡아 줄것 같아서 굿굿",4
"촉촉하긴 한데 다음날 얼굴에 유분이 좀 많이 끼네요
때문에 작은 좁쌀도 몇 개 씩 올라오구요.
좁쌀 없애려고 샀는데 오히려ㅜㅜ.. 하지만 적은 양으로도 촉촉해질 수 있어요 
재구매의사는 없습니다 지금 쓰던 것도 덜 쓰고 딴 걸로 갈아탔어요.",2
이거 보습도 좋고 엄청 민감성이라 조금만 안맞아도 얼굴에 바로 올라오는데 요건 저랑 너무 잘맞아써요 ㅎㅎ 지금 피지오겔 사용중인데 다쓰면 요거 다시 살꺼임 ㅎ,5
"* 좋았던 점 *
소량 발라도 보습감이 느껴진다.
그렇지만 무겁거나 끈적임이 느껴지지는 않았다.
유분의 느낌이 있어서 트러블이 올라올까봐 걱정했는데 그렇지는 않았다.

* 아쉬웠던 점 *
민감성 라인이라고 하기에는 성분이 글쎄? 하는 느낌.
바디 로션 같은 느낌으로 발리고 흡수력이 좋지는 않은 편.
보습감이 느껴지는만큼 내 피부에는 좀 무거운 느낌이었다.
바르고나면 모공이 더 두드러지는 것처럼 보였다.
진정된다는 느낌도 못 받았다.
내용물이 살짝 묽기도 하고 튜브형이라 내용물이 쏟아져 나올 수 있다.

바디 로션으로 사용하면 괜찮지 않을까? 하는 생각이 들었어요.",2
자극적이지는 않고 피부가 쬰ㄴ쬰해짐,4
"그냥 더페 들어가서 신상이라길래 구매한 뒤로
지금까지 꾸준히 사용하는 제품이에요.

민감한 피부의 동생도 뺏어쓸정도로
덜 자극적이고 촉촉함도 은근 오래가요.

데일리로 가볍게 사용하기 딱 좋은 로션이에요!",5
여름에 바를 로션 알아보다 샀는데 괜찮은 거 같아요! 가볍고 산뜻해서 여름에 번들거리지 않아서 좋네요~~,4
"학교 실습시간에 기초제품을 두고와서 부려부랴 친구꺼를 빌려서 썼었는데 와 이 제품 거의 히알루론산급,, 완전 촉촉해여 이거 바르고 그 날 약속 있어서 파데 올렸는데 화장 대따 잘 먹고 피부 좋아보였너요 ㅠㅠㅠㅠ",5
"진짜 딱 그냥그럼 그냥 가볍게 바르기 좋은정도 ,,?",3
얼굴에 바르면 뭔가 겉도는 느낌이 들어요,3
토너랑 세트로 같이 산 제품인데 이 제품도 순해서 좋았고 냄새도 무향이고 끈적거림도 없는거 같아서 좋았습니다,4
피부가 민감한 편이 아니라 왠만한 화장품 다 잘 맞는데 사용했을때 촉촉하고 그냥저냥 사용하기좋은 로션이예요 재구매의사 있습니당!,5
"성분이 순하다고 해서 써봤는데 흡수력이 좋아서 금방 날라간다는 단점이있어서 겨율에 쓰기는 별로이지만 지금같이 답답한 날씨에는 굿입니다 !!
학생분들 여드름으로 고생하시지 말고 이거 써보세요 저도 피부 엄청 예민한데 다 나았답니당",5
다들 흡수가 빨라 좋다고 했지만 저는 답답한 느낌이 늘었어요 순한 제품이라고 했지만 제 피부에는 간지러웠어요,2
겨울에는 건조하게느껴졋지만 여름에는 잘쓰고있는 제품 끈적이는게 살짝단점이자면 단점인듯,4
순해서 좋은제품! 수분보충만 해줘서 끈적임도 없었고 냄새도 좋았어요,4
"성분
-민감성 스킨케어에 향료가 웬 말이냐!
베이비파우더 냄새와 아가 냄새가 살짝 섞인 듯한 향으로 향이 오래 지속되진 않지만 그래도 싫다ㅠㅠ

흡수력
-내가 사용해봤던 젤크림은 대부분 흡수가 빠르고 발림성이 좋았다. 
근데 이 제품은 발림성은 좋으나 흡수다 더딘 제품임으로 쩍 쩍 갈라진 피부가 아닌 이상 싹 먹진 않는다. 

건성이 쓰기엔 환절기에 쓰기 좋은 크림
-젤타입인데 이상하게 끈적거리고 속을 채워주는 느낌을 받진 못했다. 
건성이지만 지금같이 가만히 있어도 땀나고 끈적이는 지금 퍽 퍽 바르기엔 매우 무리다. 
아주 소량(10원짜리 크기)을 발라야 무리가 없다. 

메이크업과의 궁합
-위에 말했다시피 젤타입임에도 산뜻한 느낌없는 촉촉+끈적한 제품이라 퍽퍽 바르면 밀리고 뜬다. 
화장 전 사용할 경우 극 소량을 부분적으로 (코 옆, 팔자, 턱, 미간) 발라줄 것을 추천한다.",3
겨울에 쓰기엔 건조해서 다른제품과 함께 쓰지만 여름에 쓰기엔 산뜻하고 너무 좋음!!,4
"정말 무매력이 특징인 제품
하지만 바르고 안 바르고의 보습감이 차이가 남
지금은 여름이라 안 쓰고 있지만 가을 문턱 언저리에 오면 바로 사용할 예정",4
피부 진정 효과가 조금이나마 있었어요 큰 기대는 하지마세욧 물론 제 기준입니다!!! 성분 엄청 순해서 여드름성 피부 민감성 피부 다 괜찮을 듯 싶어요,4
"최악 피부 뒤집어졌어요
완전 건조해요 바르나 마나",1
이거 토너에도 리뷰른 남겼듯이 3통째 쓰고있어요! 그정도로 괜찮은 제품이에요 . 민감한 피부이신분은 샘플로라도 한번씩 써보셨으면 좋겠어요 ㅜ 학생분들 이거 한번 정도 써보시면 좋을거같아요 !!,5
토너랑 같이 산 제품인데 정말 순하고 피부가 민감한 사람들에게 추천해보고 싶네여,4
"닥터벨머 데일리리페어 모이스처라이저


이제품은. 제가 닥터벨머 데일리리페어 라인중 가장효과보고 좋아하는제품인데요!
제가 이제품은 여드름이나 이런 문제로인해 뒤집힌 피부에 사용한려고 모든 제품을정리하고 이라인 아이들로 바꾸었는데 일단 요아이는 촉촉함이 오래가고 트러블을 짧은시간에 가라안치고 붉은끼도 가라안는데 도움을 준것같아요 !
개인적으로 사용해본결과 효과도빠르고 그만큼 흡수도빠르고 유분기가 생각보다 안올라와서 트러블도 잘가라않는것같아요
다른 제품들은 다 너무 유분기가 빨리올라와서 오히려 제 피부 트러블을 올라오게 했는데 이제품은 진짜 사용해보시는걸 추천드려요!


#(개인적으로 이제품 바를때와 안바를때 차이가 꽤나 컷던 제품입니다!)



결론



장점



-흡수가빠르다

-피부 진정효과가 뛰어나다

-시간이지나도 촉촉함 유지

-유분기가 많이올라오지않음

-수딩젤처럼발려 발림성 갑!



단점


 -양이 적은듯합니다(80ml)      좀 빨리다는것같은 느낌이들어요!




-글쓴이의 피부----------------------------------------

지성

민감함

수분부족



너무 만족하고 사용하는 제품이라서그런지 딱히 아무리 쥐어짜도 단점이생각이안나요ㅠㅠ
그리고! 언제나 하는말이지만 사람마다 피부가다르니 이 리뷰를 참고하셔서 테스트후 사용해보시는게 좋은방법같습니다!

# 호불호가 잘갈리는 제품같아요 이점 꼭 참고해주세요!",5
닥터벨머 스킨을 잘 쓰고 있어서 로션도 구매해봤는데 여름인데도 생각보다 건조해요 ㅠ,3
"1. 성분
성분 좋다고 광고하기에는 무리가 있지 않나 생각함
근거? 피이지 2, 향료 1 -> 별로
얼굴에 발랐는데 화끈거리고 따가웠다. 돈 아까워서 몸에도 발라봤는데 따가워서 아토피가 더 가려웠다.

* 참고
스테아릭애씨드 -> 지성이 피해야할 성분
쉐어버터 -> 난 건성이라 좋지만 지성에겐 피해야할 성분

2. 사용감
사용감은 일반 로션보다는 점성이 있는편, 살짝 끈적?함
무향에 가까움

3. 총평
성분 볼 줄 모를 때 순하다고 해서 샀던 건데ㅋㅋ.. 막상 성분 알아보니까 별로... 왜 성분 좋다고 광고하는지 모르겠다. 더페 좋아하지만 민감성한테 닥터벨머 라인은 정말 별로다..!
당연히 재구매 의사 0%",2
닥터벨머라인 좋다그래서 이벤트할 때 구매했으나 모공을 막는 성분이 있는 건지 좁쌀과 여드름이올라와서 다시 손안대는 제품.,2
스킨과 같이 세트로 사용했었는데요 제가 트러블이 난 피부가 아니라 엄청난 효과는 못봤어요! 그냥 엄청 무난한거같아요!촉촉해요!,3
"샘플사용해보고 좋아서 구매했는데
막상사용하고 보니 여드름도 올라오고
딱히 또 재구매할 필요성을 못느껴서 더 사용하지 않았던 크림.....",3
"한번 피부가 다 뒤집어 져서
그때 마침 벨머라인이 나와서 
한통 꾸준히 사용했는데
순하다!!
유수분 밸런스도 적당하고 순한 제품을 찾는다면
딱!!+.+",4
"여름에 쓰기 진짜 조은거 같아요
촉촉하고 가벼워요!!",5
"더페이스샵에서 2만원치 사야하는데 살건없고 시간도없어서 아무거나산다고 이거샀는데 진짜좋음
악건성이라서 뭘발라도 건조했는데 향도 괜찮고 찐득하지않고 가벼워서 좋다
다쓰면 또살예정",5
글로우픽 순위가 꽤 높길래 사봤는데 진짜 무난무난한 거 같아요!! 저는 이거 쓰고 딱히 피부에 뭐가 나지도 않았어요ㅎㅎ 제형 자체가 되게 묽고 가볍고 흡수가 되게 빨라서 좋았어요! 대신 수분감이 빨리 날아가는 듯한 느낌은 있는 것 같아요ㅎㅎ 근데 진짜 은근 손이 많이 가서 밤에도 바르고 화장 전에도 바르고 그래요 여름이든 겨울이든 상관 없이 잘 쓸 것 같고 가격도 적당 양도 적당해서 앵간하면 재구매도 하지 않을까 싶습니당 무난하면서 적당히 수분감 있고 가벼운 로션 찾으신다면 추천드려요!!,4
촉촉하고 산뜻해요!! 두통째쓰고있어요,5
"다들 좋다고 하시는데...

전 이것만 바르면 
좁쌀여드름과 접촉성피부염이 너무 심하게 납니다
제게 안맞는 피이지성분이 너무 많아요 ㅠㅠ",2
내 접촉성피부염 원인,1
"워낙에 이런 제품들이 시중에 많이 나와있긴 하지만, 무난히 쓸 시카성분 든 기초를 고르자면 이걸 고를거에요. 
트러블없었고, 수분감도 촉촉하니 좋아요!",4
"이건 피부가 유분감 있으신 분들보다는 건조하신 분들에게 딱 알맞는 제품!! 저는 기름이 T존에 많고 피지가 약간 있어서 특히 지금 같은 더운날엔 이 로션을 바르면 살짝 미끌거리는 감이 없지 않아 있는데 그래도 진짜 좋긴 좋습니당
저처럼 지성인 분들은 겨울에는 딱 안성맞춤 입니다!
여름에 지성보단 건성피부에게 더 잘어울리고, 겨울에는 진짜 이로션이 정말 최고입니다ㅠㅠㅠ
자기 전, 일어난 후 얼굴 세안 하시고, 나가기 직전 , 화장하기 전 기초 바르실때 정말 좋아요 바르면 탱탱하고 보습력도 짱짱이구요ㅠㅠㅠㅠㅠ스킨도 같이 세트인데 로션으로만 써도 될만큼 촉촉합니다 정말 피부가 산뜻해지는 느낌,, 선물 받은것임에도 불구하고 정말 만족합니다
<이런분들에게 추천합니다>
-로션 뭐 사야할지 모르겠는분
-촉촉한 피부를 원하는분
-피부가 건조해서 많이 당기는분
-화장 기초제품 찾으시는분
더페이스샵에서 20,000원으로 구매하실 수 있어요",4
민감성에 악지성인 피부녀입니다ㅠㅠ 그래서 좀가벼우면서  답답하지 않는걸 원했는데 이 제품은 가볍고 답답 하지 않아요 !!!!!그러나 양이 적고 너무 가벼운 편이라 피부에 흡수 되는게 아니라 바르면 바로 날아가는 제형인것 같습니다 이 시리즈 제품을 다써본 사람으로써 재구매는 다시 생각해보게 되는 제품 이에유ㅠㅠㅠㅠ 만약 구매 예정이시라면 정말 가변다는건 참고 해주세요,3
"흡수도 빠르고 기본으로는 무난무난...
사실 더페이스샵 기초라인은 민감성인 나한테 맞는게 거~~~~의 없는데 이거는 유일하게 아무것도 안났던 제품!!",3
"제  피부가 건조해서 촉촉한 로션을 많이 썼는데  이 제품은 수분감도 좋은데  유분기는 많지 않아서 정말 좋아요 딱 제가 원하던 촉촉하긴 한데  번들번들 거리지않는 로션을 찾고 있었는데 그리고 밀착?이라그래야하나 정말 잘 흡수되는거 같아요
그리고 이 로션을 바르면 피부가 약간 쫀쫀해지는 느낌이있고 향도 세지않아서 좋아요! 로션은 이제품에  정착할거같아요!!",5
짜서쓰는 수분크림같은데 그렇게 무겁지도 않고 딱 적당한것같아요! 토너랑 같이사용중인데 수분을 채워주는! 딱 제기능하는 무난하고 순한제품!,4
냄새 개별로고 촉촉하긴한데 냄새가 너무 떵내나서 별로..,2
로션은 무난해요~~ 케바케지만 저는 이 라인으로 토너가 좋았어요!!,3
촉촉하고 너무너무 좋다ㅠㅠ 짜서 쓰는 타입이라 완전 간편,4
이거 진짜 완전좋아요 ㅠㅠㅠ 완전 촉촉한거 완전오래가구요 기름지지도 않구요 건성분들께 강추드려요 !! 다만 손에 남는 느낌이 살짝 끈적한게 걸리네용 ;,5
무난해요 이라인이 다 무난한거같아요 트러블도 안나고 부담없이 쓸수있어소 좋아요~ 근데 큰 장점은 없어서 재구매는 안 할것 같네요,3
"거의 4년동안 다른제품으로 쭉 한제품만 써오다가 처음으로 바꾼 로션이 이거였는데 이거 쓰고 나서 얼굴에 뾰루지, 여드름 진짜 많이 올라왔어요... t존에 기름이 좀 있고, 다른데는 완전 건조한 복합성피부에 약간 민감성이긴 한데, 성분도 좋다 그러고, 약간 의약외품??향식으로 나온거 같고, 후기들도 뒤집어졌다는 몇몇 사람 빼고 괜찮은 편이여서  한번 사봤는데, 한 2일 쓰니까 뭐가 올라오기 시작했는데 제품때문에 그런건지 모르고 2주 조금 안되게 쓰다가 어머니가 로션 쓰지 말라고 해서 안썼는데 피부 원래대로 돌아옴... 진짜 쓰는동안에 피부 완전 개 뒤집어지고, 지금 로션 안쓴지 거의 2주 다되가는데 흉터빼고서 아무것도 안올라옴.....진짜 최악의 제품이였음..",1
"벌써 세통째..!
항상 화장대 위를 지키고 있는 최애 무난탬
스킨케어는 무난한게 짱이라고 생각하기 때문에
무난하고 , 마무리감 귰뜨 하고, 순한 이제품이
나에겐 최고인 거시다 ㅠ__ㅠ 
개인적으로 찐뜩한 마무리감 불호하는데
이 제품은 산뜻하게 마무리돼서 매우 애정합니다",5
